Longitude,Latitude,Adres,Type Lader
6.888.017,51.428.517,Dickswall 12 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00001 mennekes
6.888.017,51.428.517,Dickswall 12 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00001 mennekes
6.885,51.427.778,Kaiserstrasse / Altenhof  M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00002 mennekes
6.885,51.427.778,Kaiserstrasse / Altenhof  M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00002 mennekes
6.881.667,51.426.111,Bachstraﬂe/ Friedrichstraﬂe  M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00003 mennekes
6.881.667,51.426.111,Bachstraﬂe/ Friedrichstraﬂe  M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00003 mennekes
68.825,51.429.722,Bahnstraﬂe 34 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00005 mennekes
68.825,51.429.722,Bahnstraﬂe 34 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00005 mennekes
6.882.214,51.424.947,Wertgasse 35 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00006 mennekes
6.882.214,51.424.947,Wertgasse 35 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00006 mennekes
6.887.222,51.429.722,Hauptbahnhof 2 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00007 mennekes
6.887.222,51.429.722,Hauptbahnhof 2 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00007 mennekes
6.885.692,51.428.394,Hans-Bˆckler-Platz 1 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00009 mennekes
6.885.692,51.428.394,Hans-Bˆckler-Platz 1 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-01-00009 mennekes
6.883.106,51.449.975,Mellinghofer Strasse 165 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-02-00001 mennekes
6.883.106,51.449.975,Mellinghofer Strasse 165 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-02-00001 mennekes
6.87,51.407.222,D¸sseldorferstraﬂe 120 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-03-00001 mennekes
6.87,51.407.222,D¸sseldorferstraﬂe 120 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-03-00001 mennekes
6.860.576,51.403.128,Am B¸hlsbach 16 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-03-00003 mennekes
6.860.576,51.403.128,Am B¸hlsbach 16 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-03-00003 mennekes
6.859.167,51.450.556,Oberhausener Straﬂe 172 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-04-00001 mennekes
6.859.167,51.450.556,Oberhausener Straﬂe 172 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-04-00001 mennekes
6.864.217,51.424.508,B¸lowstraﬂe 75 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-05-00001 mennekes
6.864.217,51.424.508,B¸lowstraﬂe 75 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-05-00001 mennekes
6.925,51.433.056,Paul-Kosmalla-Straﬂe 3 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-06-00001 mennekes
6.925,51.433.056,Paul-Kosmalla-Straﬂe 3 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-06-00001 mennekes
6.844.167,51.428.056,Flockenweg 2 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-07-00001 mennekes
6.844.167,51.428.056,Flockenweg 2 M¸lheim an der Ruhr,Krachtstroom Essent EM-DE-05117000-07-00001 mennekes
6.860.999,51.471.005,Christian-Steger-Straﬂe 65 Oberhausen,Krachtstroom Essent EM-DE-05119000-01-00001 mennekes
6.860.999,51.471.005,Christian-Steger-Straﬂe 65 Oberhausen,Krachtstroom Essent EM-DE-05119000-01-00001 mennekes
6.860.627,51.474.034,Schwartzstraﬂe 72 Oberhausen,Krachtstroom Essent EM-DE-05119000-01-00002 mennekes
6.860.627,51.474.034,Schwartzstraﬂe 72 Oberhausen,Krachtstroom Essent EM-DE-05119000-01-00002 mennekes
6.835.714,51.498.169,Lessingstrasse 2 Oberhausen,Krachtstroom Essent EM-DE-05119000-02-00001 mennekes
6.835.714,51.498.169,Lessingstrasse 2 Oberhausen,Krachtstroom Essent EM-DE-05119000-02-00001 mennekes
6.863.692,514.697,M¸lheimer Strasse 235 Oberhausen,Krachtstroom Essent EM-DE-05119000-03-00001 mennekes
6.863.692,514.697,M¸lheimer Strasse 235 Oberhausen,Krachtstroom Essent EM-DE-05119000-03-00001 mennekes
6.880.278,51.492.222,Centroallee/Luise-Albertz-Platz  Oberhausen,Krachtstroom Essent EM-DE-05119000-04-00003 mennekes
6.880.278,51.492.222,Centroallee/Luise-Albertz-Platz  Oberhausen,Krachtstroom Essent EM-DE-05119000-04-00003 mennekes
6.848.943,51.515.328,Bahnhof Straﬂe 68 Oberhausen,Krachtstroom Essent EM-DE-05119000-05-00001 mennekes
6.848.943,51.515.328,Bahnhof Straﬂe 68 Oberhausen,Krachtstroom Essent EM-DE-05119000-05-00001 mennekes
7.052.118,51.175.203,Beethovenstraﬂe 210 Solingen,Krachtstroom Essent EM-DE-05122000-01-00002 mennekes
7.052.118,51.175.203,Beethovenstraﬂe 210 Solingen,Krachtstroom Essent EM-DE-05122000-01-00002 mennekes
6.322.222,51.515.833,Markt 25 Geldern,Krachtstroom Essent EM-DE-05154012-01-00001 mennekes
6.322.222,51.515.833,Markt 25 Geldern,Krachtstroom Essent EM-DE-05154012-01-00001 mennekes
6.293.278,51.739.103,Grabenstraﬂe 78 Kalkar,Krachtstroom Essent EM-DE-05154024-01-00002 mennekes
6.293.278,51.739.103,Grabenstraﬂe 78 Kalkar,Krachtstroom Essent EM-DE-05154024-01-00002 mennekes
6.268.333,51.445.278,Ostwall 8 Straelen,Krachtstroom Essent EM-DE-05154052-01-00001 mennekes
6.268.333,51.445.278,Ostwall 8 Straelen,Krachtstroom Essent EM-DE-05154052-01-00001 mennekes
6.968.611,51.326.667,Basildonplatz  Heiligenhaus,Krachtstroom Essent EM-DE-05158012-01-00002 mennekes
6.968.611,51.326.667,Basildonplatz  Heiligenhaus,Krachtstroom Essent EM-DE-05158012-01-00002 mennekes
6.953.056,51.112.778,Solingerstraﬂe 72 Langenfeld (Rheinland),Krachtstroom Essent EM-DE-05158020-01-00001 mennekes
6.953.056,51.112.778,Solingerstraﬂe 72 Langenfeld (Rheinland),Krachtstroom Essent EM-DE-05158020-01-00001 mennekes
660.419,5.109.025,Nordstraﬂe 44 Grevenbroich,Krachtstroom Essent EM-DE-05162008-01-00001 mennekes
660.419,5.109.025,Nordstraﬂe 44 Grevenbroich,Krachtstroom Essent EM-DE-05162008-01-00001 mennekes
6.551.188,51.085.733,Elfgener Dorfstraﬂe 7 Grevenbroich,Krachtstroom Essent EM-DE-05162008-03-00001 mennekes
6.551.188,51.085.733,Elfgener Dorfstraﬂe 7 Grevenbroich,Krachtstroom Essent EM-DE-05162008-03-00001 mennekes
6.618.205,51.226.797,Am Neumarkt 2 Kaarst,Krachtstroom Essent EM-DE-05162016-01-00002 mennekes
6.618.205,51.226.797,Am Neumarkt 2 Kaarst,Krachtstroom Essent EM-DE-05162016-01-00002 mennekes
6.553.774,51.195.248,Bahnhofstraﬂe (Parkplatz Bahnhof) 3 Korschenbroich,Krachtstroom Essent EM-DE-05162020-02-00001 mennekes
6.553.774,51.195.248,Bahnhofstraﬂe (Parkplatz Bahnhof) 3 Korschenbroich,Krachtstroom Essent EM-DE-05162020-02-00001 mennekes
6.609.444,51.285,Otto-Hahn-Straﬂe 10 Meerbusch,Krachtstroom Essent EM-DE-05162022-01-00001 mennekes
6.609.444,51.285,Otto-Hahn-Straﬂe 10 Meerbusch,Krachtstroom Essent EM-DE-05162022-01-00001 mennekes
6.689.075,51.205.039,Collingstraﬂe 2 Neuss,Krachtstroom Essent EM-DE-05162024-01-00001 mennekes
6.689.075,51.205.039,Collingstraﬂe 2 Neuss,Krachtstroom Essent EM-DE-05162024-01-00001 mennekes
6.678.336,51.182.235,Moselstraﬂe 27 Neuss,Krachtstroom Essent EM-DE-05162024-02-00002 mennekes
6.678.336,51.182.235,Moselstraﬂe 27 Neuss,Krachtstroom Essent EM-DE-05162024-02-00002 mennekes
667.724,5.118.007,Moselstraﬂe 25 Neuss,Krachtstroom Essent EM-DE-05162024-02-00003 mennekes
667.724,5.118.007,Moselstraﬂe 25 Neuss,Krachtstroom Essent EM-DE-05162024-02-00003 mennekes
6.551.667,51.263.611,Brauereistraﬂe 7 Willich,Krachtstroom Essent EM-DE-05166036-01-00001 mennekes
6.551.667,51.263.611,Brauereistraﬂe 7 Willich,Krachtstroom Essent EM-DE-05166036-01-00001 mennekes
6.512.403,51.576.163,Rathausstrasse 5 Alpen,Krachtstroom Essent EM-DE-05170004-01-00001 mennekes
6.512.403,51.576.163,Rathausstrasse 5 Alpen,Krachtstroom Essent EM-DE-05170004-01-00001 mennekes
6.537.788,51.483.708,Carl-Friedrich-Gauﬂ-Straﬂe 2 Kamp-Lintfort,Krachtstroom Essent EM-DE-05170020-01-00001 mennekes
6.537.788,51.483.708,Carl-Friedrich-Gauﬂ-Straﬂe 2 Kamp-Lintfort,Krachtstroom Essent EM-DE-05170020-01-00001 mennekes
6.545.148,51.505.751,Wilhelmstr. 1 Kamp-Lintfort,Krachtstroom Essent EM-DE-05170020-01-00002 mennekes
6.545.148,51.505.751,Wilhelmstr. 1 Kamp-Lintfort,Krachtstroom Essent EM-DE-05170020-01-00002 mennekes
662.452,51.451.129,Meerstraﬂe Parkplatz  Moers,Krachtstroom Essent EM-DE-05170024-01-00001 mennekes
662.452,51.451.129,Meerstraﬂe Parkplatz  Moers,Krachtstroom Essent EM-DE-05170024-01-00001 mennekes
6.632.389,51.447.667,Uerdinger Straﬂe 31 Moers,Krachtstroom Essent EM-DE-05170024-01-00002 mennekes
6.632.389,51.447.667,Uerdinger Straﬂe 31 Moers,Krachtstroom Essent EM-DE-05170024-01-00002 mennekes
65.325,51.438.333,Leineweberplatz  Neukirchen-Vluyn,Krachtstroom Essent EM-DE-05170028-01-00002 mennekes
65.325,51.438.333,Leineweberplatz  Neukirchen-Vluyn,Krachtstroom Essent EM-DE-05170028-01-00002 mennekes
65.975,51.543.333,Bahnhofstrasse 7 Rheinberg,Krachtstroom Essent EM-DE-05170032-01-00001 mennekes
65.975,51.543.333,Bahnhofstrasse 7 Rheinberg,Krachtstroom Essent EM-DE-05170032-01-00001 mennekes
6.608.813,5.166.678,Reeser Landstraﬂe 41 Wesel,Krachtstroom Essent EM-DE-05170048-01-00001 mennekes
6.608.813,5.166.678,Reeser Landstraﬂe 41 Wesel,Krachtstroom Essent EM-DE-05170048-01-00001 mennekes
6.453.611,51.665,Varusring  Xanten,Krachtstroom Essent EM-DE-05170052-01-00001 mennekes
6.453.611,51.665,Varusring  Xanten,Krachtstroom Essent EM-DE-05170052-01-00001 mennekes
7.136.483,50.700.967,Godesberger Allee 127 Bonn,Krachtstroom Essent EM-DE-05314000-01-00001 mennekes
7.136.483,50.700.967,Godesberger Allee 127 Bonn,Krachtstroom Essent EM-DE-05314000-01-00001 mennekes
7.075.626,50.682.967,Reichsstr. 3-5 Bonn,Krachtstroom Essent EM-DE-05314000-02-00001 mennekes
7.075.626,50.682.967,Reichsstr. 3-5 Bonn,Krachtstroom Essent EM-DE-05314000-02-00001 mennekes
6.934.881,50.920.933,Paul Schall¸k Str. 169 Kˆln,Krachtstroom Essent EM-DE-05315000-03-00001 mennekes
6.934.881,50.920.933,Paul Schall¸k Str. 169 Kˆln,Krachtstroom Essent EM-DE-05315000-03-00001 mennekes
6.935.833,50.919.167,Weisshausstraﬂe 1-5 Kˆln,Krachtstroom Essent EM-DE-05315000-03-00004 mennekes
6.935.833,50.919.167,Weisshausstraﬂe 1-5 Kˆln,Krachtstroom Essent EM-DE-05315000-03-00004 mennekes
6.847.293,50.979.966,Spenrather Weg 1 Kˆln,Snellader Essent EM-DE-05315000-04-00002 chademo
6.847.293,50.979.966,Spenrather Weg 1 Kˆln,Krachtstroom Essent EM-DE-05315000-04-00002 mennekes
6.875.725,50.922.948,St¸ttgenweg 2 Kˆln,Krachtstroom Essent EM-DE-05315000-05-00001 mennekes
6.875.725,50.922.948,St¸ttgenweg 2 Kˆln,Krachtstroom Essent EM-DE-05315000-05-00001 mennekes
6.875.725,50.922.948,St¸ttgenweg 2 Kˆln,Krachtstroom Essent EM-DE-05315000-05-00002 mennekes
6.875.725,50.922.948,St¸ttgenweg 2 Kˆln,Krachtstroom Essent EM-DE-05315000-05-00002 mennekes
6.994.273,50.923.052,Am grauen Stein 27 Kˆln,Krachtstroom Essent EM-DE-05315000-08-00001 mennekes
6.994.273,50.923.052,Am grauen Stein 27 Kˆln,Krachtstroom Essent EM-DE-05315000-08-00001 mennekes
6.111.189,50.801.472,Strangenh‰uschen 10 Aachen,Krachtstroom Essent EM-DE-05334002-01-00002 mennekes
6.111.189,50.801.472,Strangenh‰uschen 10 Aachen,Krachtstroom Essent EM-DE-05334002-01-00002 mennekes
6.046.128,50.787.313,Steinbachstr. 7 Aachen,Krachtstroom Essent EM-DE-05334002-02-00001 mennekes
6.046.128,50.787.313,Steinbachstr. 7 Aachen,Krachtstroom Essent EM-DE-05334002-02-00001 mennekes
6.165.497,50.875.136,Hubertusstraﬂe 17 Alsdorf,Krachtstroom Essent EM-DE-05334004-01-00001 mennekes
6.165.497,50.875.136,Hubertusstraﬂe 17 Alsdorf,Krachtstroom Essent EM-DE-05334004-01-00001 mennekes
6.182.642,50.902.221,Mariastraﬂe 8 Baesweiler,Krachtstroom Essent EM-DE-05334008-01-00001 mennekes
6.182.642,50.902.221,Mariastraﬂe 8 Baesweiler,Krachtstroom Essent EM-DE-05334008-01-00001 mennekes
6.270.833,50.818.056,Johannes-Rau-Platz 1 Eschweiler,Krachtstroom Essent EM-DE-05334012-01-00001 mennekes
6.270.833,50.818.056,Johannes-Rau-Platz 1 Eschweiler,Krachtstroom Essent EM-DE-05334012-01-00001 mennekes
6.102.616,5.087.021,Rathausplatz 1 Herzogenrath,Krachtstroom Essent EM-DE-05334016-01-00001 mennekes
6.102.616,5.087.021,Rathausplatz 1 Herzogenrath,Krachtstroom Essent EM-DE-05334016-01-00001 mennekes
6.237.786,50.559.895,Laufenstr. 84 Monschau,Krachtstroom Essent EM-DE-05334020-01-00001 mennekes
6.237.786,50.559.895,Laufenstr. 84 Monschau,Krachtstroom Essent EM-DE-05334020-01-00001 mennekes
6.262.222,50.578.611,Am Handwerkerzentrum 1 Monschau,Krachtstroom Essent EM-DE-05334020-01-00002 mennekes
6.262.222,50.578.611,Am Handwerkerzentrum 1 Monschau,Krachtstroom Essent EM-DE-05334020-01-00002 mennekes
6.195.205,50.647.875,Hauptstr. 55 Roetgen,Krachtstroom Essent EM-DE-05334024-01-00001 mennekes
6.195.205,50.647.875,Hauptstr. 55 Roetgen,Krachtstroom Essent EM-DE-05334024-01-00001 mennekes
6.303.304,50.606.434,Rathausplatz 12 Simmerath,Krachtstroom Essent EM-DE-05334028-01-00001 mennekes
6.303.304,50.606.434,Rathausplatz 12 Simmerath,Krachtstroom Essent EM-DE-05334028-01-00001 mennekes
6.231.667,50.765.556,Willy-Brandt-Platz 2 Stolberg (Rhld.),Krachtstroom Essent EM-DE-05334032-01-00001 mennekes
6.231.667,50.765.556,Willy-Brandt-Platz 2 Stolberg (Rhld.),Krachtstroom Essent EM-DE-05334032-01-00001 mennekes
6.129.513,50.819.598,Rathausstraﬂe 2 W¸rselen,Krachtstroom Essent EM-DE-05334036-01-00001 mennekes
6.129.513,50.819.598,Rathausstraﬂe 2 W¸rselen,Krachtstroom Essent EM-DE-05334036-01-00001 mennekes
6.283.578,508.936,Dietrich-M¸hlfahrt-Straﬂe 11-13 Aldenhoven,Krachtstroom Essent EM-DE-05358004-01-00001 mennekes
6.283.578,508.936,Dietrich-M¸hlfahrt-Straﬂe 11-13 Aldenhoven,Krachtstroom Essent EM-DE-05358004-01-00001 mennekes
6.489.071,50.804.769,Marienstraﬂe 19 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00001 mennekes
6.489.071,50.804.769,Marienstraﬂe 19 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00001 mennekes
6.488.056,50.811.111,Arnoldsweilerstraﬂe 60 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00002 mennekes
6.488.056,50.811.111,Arnoldsweilerstraﬂe 60 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00002 mennekes
6.508.333,50.781.667,Nikolaus-Otto-Str. 1 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00004 mennekes
6.508.333,50.781.667,Nikolaus-Otto-Str. 1 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00004 mennekes
6.482.435,50.802.204,Wilhelmstraﬂe 13 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00005 mennekes
6.482.435,50.802.204,Wilhelmstraﬂe 13 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00005 mennekes
648.184,5.080.505,Gutenbergstraﬂe 15 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00006 mennekes
648.184,5.080.505,Gutenbergstraﬂe 15 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00006 mennekes
6.473.227,50.813.582,Neue J¸licher Str. 60 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00007 mennekes
6.473.227,50.813.582,Neue J¸licher Str. 60 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00007 mennekes
6.468.624,50.806.701,Glash¸ttenstraﬂe 4 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00008 mennekes
6.468.624,50.806.701,Glash¸ttenstraﬂe 4 D¸ren,Krachtstroom Essent EM-DE-05358008-01-00008 mennekes
636.187,50.814.812,Schˆnthalerstraﬂe 4 Langerwehe,Krachtstroom Essent EM-DE-05358032-01-00001 mennekes
636.187,50.814.812,Schˆnthalerstraﬂe 4 Langerwehe,Krachtstroom Essent EM-DE-05358032-01-00001 mennekes
6.461.666.667,5.088.472.222,Rathausstr. 8 Niederzier,Krachtstroom Essent EM-DE-05358048-01-00002 mennekes
6.461.666.667,5.088.472.222,Rathausstr. 8 Niederzier,Krachtstroom Essent EM-DE-05358048-01-00002 mennekes
6.642.222,50.809.167,Bahnhofstr. 25 Nˆrvenich,Krachtstroom Essent EM-DE-05358052-01-00001 mennekes
6.642.222,50.809.167,Bahnhofstr. 25 Nˆrvenich,Krachtstroom Essent EM-DE-05358052-01-00001 mennekes
642.536,51.003.075,Landstraﬂe 4 Titz,Krachtstroom Essent EM-DE-05358056-01-00001 mennekes
642.536,51.003.075,Landstraﬂe 4 Titz,Krachtstroom Essent EM-DE-05358056-01-00001 mennekes
6.641.702,50.954.149,Bethlehemer Straﬂe 2a Bergheim,Krachtstroom Essent EM-DE-05362008-01-00001 mennekes
6.641.702,50.954.149,Bethlehemer Straﬂe 2a Bergheim,Krachtstroom Essent EM-DE-05362008-01-00001 mennekes
6.633.333,50.951.389,Willy-Brandt-Platz 1 Bergheim,Krachtstroom Essent EM-DE-05362008-01-00002 mennekes
6.633.333,50.951.389,Willy-Brandt-Platz 1 Bergheim,Krachtstroom Essent EM-DE-05362008-01-00002 mennekes
6.608.333,50.963.889,Burggasse 33 Bergheim,Krachtstroom Essent EM-DE-05362008-03-00001 mennekes
6.608.333,50.963.889,Burggasse 33 Bergheim,Krachtstroom Essent EM-DE-05362008-03-00001 mennekes
6.904.076,50.843.295,Renault-Nissan Straﬂe 6-10 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00001 mennekes
6.904.076,50.843.295,Renault-Nissan Straﬂe 6-10 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00001 mennekes
6.904.811,50.843.271,Renault-Nissan Straﬂe 6-10 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00002 mennekes
6.904.811,50.843.271,Renault-Nissan Straﬂe 6-10 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00002 mennekes
6.904.076,50.843.295,Renault-Nissan Straﬂe 6 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00008 mennekes
6.904.076,50.843.295,Renault-Nissan Straﬂe 6 Br¸hl,Krachtstroom Essent EM-DE-05362012-01-00008 mennekes
6.591.111,50.915,Nordrandweg  Elsdorf,Krachtstroom Essent EM-DE-05362016-01-00001 mennekes
6.591.111,50.915,Nordrandweg  Elsdorf,Krachtstroom Essent EM-DE-05362016-01-00001 mennekes
6.693.378,5.087.735,Sindorfer Str. 52 Kerpen,Krachtstroom Essent EM-DE-05362032-01-00003 mennekes
6.693.378,5.087.735,Sindorfer Str. 52 Kerpen,Krachtstroom Essent EM-DE-05362032-01-00003 mennekes
6.693.809,50.871.703,Marienstr. 3 Kerpen,Krachtstroom Essent EM-DE-05362032-01-00005 mennekes
6.693.809,50.871.703,Marienstr. 3 Kerpen,Krachtstroom Essent EM-DE-05362032-01-00005 mennekes
67.575,50.869.722,Heisenbergstr. 2A Kerpen,Krachtstroom Essent EM-DE-05362032-02-00001 mennekes
67.575,50.869.722,Heisenbergstr. 2A Kerpen,Krachtstroom Essent EM-DE-05362032-02-00001 mennekes
6.981.389,50.825.278,Alfons-M¸ller-Platz 1 Wesseling,Krachtstroom Essent EM-DE-05362040-01-00001 mennekes
6.981.389,50.825.278,Alfons-M¸ller-Platz 1 Wesseling,Krachtstroom Essent EM-DE-05362040-01-00001 mennekes
6.859.185,50.747.603,Bonner Str. 190 Weilerswist,Krachtstroom Essent EM-DE-05366040-01-00001 mennekes
6.859.185,50.747.603,Bonner Str. 190 Weilerswist,Krachtstroom Essent EM-DE-05366040-01-00001 mennekes
7.343.266,51.152.244,Ladestrasse 32 H¸ckeswagen,Krachtstroom Essent EM-DE-05374016-01-00001 mennekes
7.343.266,51.152.244,Ladestrasse 32 H¸ckeswagen,Krachtstroom Essent EM-DE-05374016-01-00001 mennekes
7.341.292,51.151.207,Auf ¥m Schloﬂ 1 H¸ckeswagen,Krachtstroom Essent EM-DE-05374016-01-00002 mennekes
7.341.292,51.151.207,Auf ¥m Schloﬂ 1 H¸ckeswagen,Krachtstroom Essent EM-DE-05374016-01-00002 mennekes
7.358.691,51.203.939,Hohenfuhrstraﬂe 13 Radevormwald,Krachtstroom Essent EM-DE-05374036-01-00001 mennekes
7.358.691,51.203.939,Hohenfuhrstraﬂe 13 Radevormwald,Krachtstroom Essent EM-DE-05374036-01-00001 mennekes
7.397.318,51.116.845,Hochstrasse 7 Wipperf¸rth,Krachtstroom Essent EM-DE-05374052-01-00002 mennekes
7.397.318,51.116.845,Hochstrasse 7 Wipperf¸rth,Krachtstroom Essent EM-DE-05374052-01-00002 mennekes
7.399.356,51.119.593,Gartenstrasse 5 Wipperf¸rth,Krachtstroom Essent EM-DE-05374052-01-00003 mennekes
7.399.356,51.119.593,Gartenstrasse 5 Wipperf¸rth,Krachtstroom Essent EM-DE-05374052-01-00003 mennekes
7.215.754,51.142.054,Obere Remscheider Straﬂe 28 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00002 mennekes
7.215.754,51.142.054,Obere Remscheider Straﬂe 28 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00002 mennekes
7.213.761,51.141.275,Telegrafenstraﬂe 37 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00003 mennekes
7.213.761,51.141.275,Telegrafenstraﬂe 37 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00003 mennekes
7.225.024,51.144.396,Berliner Straﬂe 91 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00004 mennekes
7.225.024,51.144.396,Berliner Straﬂe 91 Wermelskirchen,Krachtstroom Essent EM-DE-05378032-01-00004 mennekes
727.076,50.778.475,Fritz-Jacobi-Str. 18 Hennef,Krachtstroom Essent EM-DE-05382020-01-00001 mennekes
727.076,50.778.475,Fritz-Jacobi-Str. 18 Hennef,Krachtstroom Essent EM-DE-05382020-01-00001 mennekes
7.284.127,50.772.775,Humperdinckstraﬂe 9 Hennef,Krachtstroom Essent EM-DE-05382020-01-00002 mennekes
7.284.127,50.772.775,Humperdinckstraﬂe 9 Hennef,Krachtstroom Essent EM-DE-05382020-01-00002 mennekes
7.314.148,50.773.315,Bodenstraﬂe P+R Parkplatz  Hennef,Krachtstroom Essent EM-DE-05382020-01-00003 mennekes
7.314.148,50.773.315,Bodenstraﬂe P+R Parkplatz  Hennef,Krachtstroom Essent EM-DE-05382020-01-00003 mennekes
7.016.667,50.626.111,Bahnhofstr. 22 Meckenheim,Krachtstroom Essent EM-DE-05382032-01-00001 mennekes
7.016.667,50.626.111,Bahnhofstr. 22 Meckenheim,Krachtstroom Essent EM-DE-05382032-01-00001 mennekes
6.961.192,50.624.828,Meckenheimer Str. 8 Rheinbach,Krachtstroom Essent EM-DE-05382048-01-00001 mennekes
6.961.192,50.624.828,Meckenheimer Str. 8 Rheinbach,Krachtstroom Essent EM-DE-05382048-01-00001 mennekes
7.178.682,50.791.794,Einsteinstraﬂe 33 Sankt Augustin,Krachtstroom Essent EM-DE-05382056-01-00003 mennekes
7.178.682,50.791.794,Einsteinstraﬂe 33 Sankt Augustin,Krachtstroom Essent EM-DE-05382056-01-00003 mennekes
